CHAVE,NOME,AGENCIA,AGENCIA_NOME,CIDADE,DATA_ASSOCIACAO,DATA_VALIDA,RENDA_MENSAL,RENDA_INFORMADA,CONTA_CORRENTE,CARTAO,CREDITO,INVESTIMENTO,CONSORCIO,SEGURO,SALDO_MEDIO,PIX_MENSAL,COMPRAS_CARTAO,QTD_PRODUTOS,TEMPO_RELACIONAMENTO_ANOS,FAIXA_TEMPO,FAIXA_RENDA,INDICE_MOVIMENTACAO,SCORE_PRODUTOS,SCORE_TEMPO,SCORE_MOVIMENTACAO,SCORE_TOTAL,CLASSIFICACAO,OPORT_CROSS_SELL,OPORT_BAIXA_UTILIZACAO
115,Juliana Sobrenome,5,Agencia 5,Cascavel,2023-01-10,True,19396.0,True,False,True,False,True,True,False,114398,77,2592,3,3.64,3 a 5 anos,Acima de R$ 15.000,45.1,1,2,1,4,Em Desenvolvimento,False,False
116,Lucas Sobrenome,1,Agencia 1,Cascavel,2022-09-17,True,25633.0,True,False,False,False,True,True,False,229417,39,7502,2,3.95,3 a 5 anos,Acima de R$ 15.000,65.1,1,2,3,6,Maduro,True,False
117,Fernanda Sobrenome,2,Agencia 2,Pato Branco,2024-06-23,True,12141.0,True,True,True,False,False,True,True,174823,2,7770,4,2.18,2 a 3 anos,R$ 8.001 a R$ 15.000,45.5,2,1,1,4,Em Desenvolvimento,False,False
118,Mariana Sobrenome,5,Agencia 5,Toledo,2025-01-07,True,3250.0,True,True,False,True,True,False,False,211737,51,19714,3,1.64,Menos de 2 anos,R$ 3.001 a R$ 8.000,80.6,1,0,3,4,Em Desenvolvimento,False,False
119,Joao Sobrenome,2,Agencia 2,Toledo,2023-01-28,True,2373.0,True,True,True,False,True,False,True,190871,75,9657,4,3.59,3 a 5 anos,Ate R$ 3.000,69.3,2,2,3,7,Engajado,False,False
120,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2023-01-09,True,8207.0,True,False,False,True,True,False,True,90112,62,3441,3,3.64,3 a 5 anos,R$ 8.001 a R$ 15.000,37.8,1,2,1,4,Em Desenvolvimento,False,False
121,Joao Sobrenome,2,Agencia 2,Cascavel,2023-05-20,True,3628.0,True,True,True,False,False,False,True,12677,33,5120,3,3.28,3 a 5 anos,R$ 3.001 a R$ 8.000,17.7,1,2,0,3,Em Desenvolvimento,False,True
122,Fernanda Sobrenome,4,Agencia 4,Cascavel,2024-10-07,True,21308.0,True,True,False,False,True,True,False,201532,31,10319,3,1.89,Menos de 2 anos,Acima de R$ 15.000,62.1,1,0,2,3,Em Desenvolvimento,False,False
123,Carlos Sobrenome,3,Agencia 3,Pato Branco,2018-07-03,True,8033.0,True,True,True,False,False,True,True,107235,32,7044,4,8.16,Mais de 5 anos,R$ 8.001 a R$ 15.000,38.1,2,3,1,6,Maduro,False,False
124,Juliana Sobrenome,2,Agencia 2,Pato Branco,2021-09-08,True,11847.0,True,False,False,True,True,True,False,76841,62,1089,3,4.97,3 a 5 anos,R$ 8.001 a R$ 15.000,32.5,1,2,0,3,Em Desenvolvimento,False,True
125,Fernanda Sobrenome,2,Agencia 2,Pato Branco,2018-12-05,True,6890.0,True,True,True,False,True,False,False,82360,13,12966,3,7.73,Mais de 5 anos,R$ 3.001 a R$ 8.000,36.5,1,3,0,4,Em Desenvolvimento,False,True
126,Amanda Sobrenome,5,Agencia 5,Chapeco,2019-04-14,True,29779.0,True,False,True,False,False,False,False,6436,82,13526,1,7.38,Mais de 5 anos,Acima de R$ 15.000,38.7,0,3,1,4,Em Desenvolvimento,True,False
127,Ricardo Sobrenome,2,Agencia 2,Toledo,,False,18496.0,True,False,False,True,False,True,True,163408,69,4034,3,,Nao informado,Acima de R$ 15.000,55.2,1,1,2,4,Em Desenvolvimento,False,False
128,Paula Sobrenome,1,Agencia 1,Pato Branco,2019-05-26,True,14844.0,True,True,False,True,False,False,True,126379,52,7313,3,7.26,Mais de 5 anos,R$ 8.001 a R$ 15.000,47.9,1,3,1,5,Maduro,False,False
129,Carlos Sobrenome,3,Agencia 3,Chapeco,2018-08-17,True,20751.0,True,False,True,False,False,True,False,53074,1,16315,2,8.04,Mais de 5 anos,Acima de R$ 15.000,31.6,1,3,0,4,Em Desenvolvimento,True,True
130,Mariana Sobrenome,3,Agencia 3,Toledo,2020-03-22,True,9936.0,True,True,False,False,True,True,True,182911,42,393,4,6.44,Mais de 5 anos,R$ 8.001 a R$ 15.000,48.6,2,3,1,6,Maduro,False,False
131,Juliana Sobrenome,4,Agencia 4,Maringa,2019-04-27,True,6516.0,True,True,True,False,False,False,False,155109,49,10987,2,7.34,Mais de 5 anos,R$ 3.001 a R$ 8.000,58.1,1,3,2,6,Maduro,False,False
132,Joao Sobrenome,5,Agencia 5,Pato Branco,2018-03-15,True,14507.0,True,True,True,True,True,True,False,66468,18,13124,5,8.46,Mais de 5 anos,R$ 8.001 a R$ 15.000,34.4,2,3,0,5,Maduro,False,True
133,Juliana Sobrenome,3,Agencia 3,Chapeco,2022-08-14,True,10320.0,True,True,False,False,False,False,False,136128,58,6570,1,4.04,3 a 5 anos,R$ 8.001 a R$ 15.000,49.8,0,2,1,3,Em Desenvolvimento,False,False
134,Mariana Sobrenome,5,Agencia 5,Chapeco,2026-03-26,True,23318.0,True,True,True,False,False,True,False,155394,63,18024,3,0.43,Menos de 2 anos,Acima de R$ 15.000,69.8,1,0,3,4,Em Desenvolvimento,False,False
135,Mariana Sobrenome,3,Agencia 3,Toledo,2024-11-19,True,27629.0,True,False,False,False,False,False,True,239423,78,951,1,1.78,Menos de 2 anos,Acima de R$ 15.000,67.9,0,0,3,3,Em Desenvolvimento,True,False
136,Joao Sobrenome,2,Agencia 2,Chapeco,2020-05-21,True,17226.0,True,True,True,True,False,False,True,150582,28,2559,4,6.28,Mais de 5 anos,Acima de R$ 15.000,40.7,2,3,1,6,Maduro,False,False
137,Bruno Sobrenome,5,Agencia 5,Cascavel,2021-11-28,True,21246.0,True,True,True,False,True,False,True,122140,93,7167,4,4.75,3 a 5 anos,Acima de R$ 15.000,56.4,2,2,2,6,Maduro,False,False
138,Carlos Sobrenome,2,Agencia 2,Cascavel,2024-02-04,True,15142.0,True,False,False,True,False,True,False,6967,7,6861,2,2.57,2 a 3 anos,Acima de R$ 15.000,11.7,1,1,0,2,Inicial,True,True
139,Fernanda Sobrenome,4,Agencia 4,Pato Branco,2023-11-02,True,5592.0,True,False,True,False,True,False,True,177641,21,16776,3,2.83,2 a 3 anos,R$ 3.001 a R$ 8.000,61.7,1,1,2,4,Em Desenvolvimento,False,False
140,Lucas Sobrenome,4,Agencia 4,Toledo,2020-05-20,True,28617.0,True,False,False,True,False,False,False,8519,55,11071,1,6.28,Mais de 5 anos,Acima de R$ 15.000,30.0,0,3,0,3,Em Desenvolvimento,True,True
141,Fernanda Sobrenome,1,Agencia 1,Maringa,2019-07-04,True,17005.0,True,True,False,False,True,True,True,77967,14,1254,4,7.16,Mais de 5 anos,Acima de R$ 15.000,21.1,2,3,0,5,Maduro,False,True
142,Ricardo Sobrenome,5,Agencia 5,Pato Branco,2020-01-05,True,22980.0,True,False,True,False,False,True,False,238714,91,1585,2,6.65,Mais de 5 anos,Acima de R$ 15.000,71.7,1,3,3,7,Engajado,True,False
143,Lucas Sobrenome,1,Agencia 1,Pato Branco,2020-01-13,True,19605.0,True,False,True,True,False,False,False,42371,93,10643,2,6.63,Mais de 5 anos,Acima de R$ 15.000,45.5,1,3,1,5,Maduro,True,False
144,Lucas Sobrenome,4,Agencia 4,Toledo,2019-09-17,True,14799.0,True,True,False,False,False,True,True,59395,12,16901,3,6.95,Mais de 5 anos,R$ 8.001 a R$ 15.000,35.9,1,3,0,4,Em Desenvolvimento,False,True
145,Amanda Sobrenome,2,Agencia 2,Toledo,,False,16441.0,True,False,False,True,True,True,False,9746,82,13888,3,,Nao informado,Acima de R$ 15.000,39.7,1,1,1,3,Em Desenvolvimento,False,False
146,Bruno Sobrenome,4,Agencia 4,Pato Branco,2026-04-13,True,5561.0,True,True,True,False,False,False,False,205931,97,18991,2,0.38,Menos de 2 anos,R$ 3.001 a R$ 8.000,89.4,1,0,3,4,Em Desenvolvimento,False,False
147,Paula Sobrenome,2,Agencia 2,Toledo,2024-12-16,True,12036.0,True,False,False,False,True,True,True,226121,54,16057,3,1.7,Menos de 2 anos,R$ 8.001 a R$ 15.000,79.0,1,0,3,4,Em Desenvolvimento,False,False
148,Amanda Sobrenome,3,Agencia 3,Pato Branco,2023-01-26,True,26168.0,True,True,True,True,False,True,True,160826,13,11795,5,3.59,3 a 5 anos,Acima de R$ 15.000,50.5,2,2,2,6,Maduro,False,False
149,Joao Sobrenome,3,Agencia 3,Pato Branco,2026-07-02,True,2801.0,True,False,True,False,False,False,False,100949,28,4203,1,0.16,Menos de 2 anos,Ate R$ 3.000,32.3,0,0,0,0,Inicial,False,True
150,Mariana Sobrenome,3,Agencia 3,Cascavel,2022-10-15,True,5320.0,True,True,True,False,True,True,True,182717,4,8263,5,3.87,3 a 5 anos,R$ 3.001 a R$ 8.000,48.6,2,2,1,5,Maduro,False,False
151,Paula Sobrenome,3,Agencia 3,Chapeco,2020-10-10,True,28215.0,True,False,False,True,True,False,False,162254,1,4196,2,5.89,Mais de 5 anos,Acima de R$ 15.000,38.4,1,3,1,5,Maduro,True,False
152,Carlos Sobrenome,5,Agencia 5,Pato Branco,2022-11-12,True,28797.0,True,False,False,True,False,True,False,63650,89,15570,2,3.8,3 a 5 anos,Acima de R$ 15.000,54.3,1,2,2,5,Maduro,True,False
153,Paula Sobrenome,4,Agencia 4,Toledo,2020-01-26,True,16529.0,True,True,True,False,False,True,False,126088,44,2213,3,6.59,Mais de 5 anos,Acima de R$ 15.000,39.5,1,3,1,5,Maduro,False,False
154,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2025-02-21,True,,False,False,False,False,True,False,False,136286,42,4180,1,1.52,Menos de 2 anos,Nao informado,43.4,0,0,1,1,Inicial,False,False
155,Ricardo Sobrenome,3,Agencia 3,Pato Branco,2024-02-22,True,12115.0,True,False,False,False,False,False,False,109650,47,3308,0,2.52,2 a 3 anos,R$ 8.001 a R$ 15.000,38.0,0,1,1,2,Inicial,False,False
156,Bruno Sobrenome,4,Agencia 4,Chapeco,2023-06-27,True,18120.0,True,False,True,True,False,True,False,108065,12,13085,3,3.18,3 a 5 anos,Acima de R$ 15.000,40.8,1,2,1,4,Em Desenvolvimento,False,False
157,Bruno Sobrenome,4,Agencia 4,Pato Branco,,False,15271.0,True,False,False,False,False,True,True,145050,31,8019,2,,Nao informado,Acima de R$ 15.000,47.4,1,1,1,3,Em Desenvolvimento,True,False
158,Amanda Sobrenome,5,Agencia 5,Pato Branco,2018-06-06,True,13274.0,True,False,False,True,False,False,False,122115,43,6079,1,8.23,Mais de 5 anos,R$ 8.001 a R$ 15.000,43.2,0,3,1,4,Em Desenvolvimento,False,False
159,Amanda Sobrenome,1,Agencia 1,Maringa,,False,13889.0,True,False,False,False,True,True,True,62649,97,12598,3,,Nao informado,R$ 8.001 a R$ 15.000,52.5,1,1,2,4,Em Desenvolvimento,False,False
160,Lucas Sobrenome,3,Agencia 3,Chapeco,2021-10-01,True,28055.0,True,False,True,True,False,False,True,73574,57,8391,3,4.91,3 a 5 anos,Acima de R$ 15.000,39.8,1,2,1,4,Em Desenvolvimento,False,False
161,Juliana Sobrenome,3,Agencia 3,Chapeco,2020-03-10,True,24990.0,True,False,True,False,True,True,False,217124,42,17589,3,6.47,Mais de 5 anos,Acima de R$ 15.000,76.5,1,3,3,7,Engajado,False,False
162,Amanda Sobrenome,5,Agencia 5,Pato Branco,2026-02-06,True,21417.0,True,True,False,False,False,False,True,80775,53,18271,2,0.56,Menos de 2 anos,Acima de R$ 15.000,53.0,1,0,2,3,Em Desenvolvimento,True,False
163,Lucas Sobrenome,2,Agencia 2,Pato Branco,2018-11-04,True,25169.0,True,True,True,False,True,True,True,96774,78,9779,5,7.82,Mais de 5 anos,Acima de R$ 15.000,51.1,2,3,2,7,Engajado,False,False
164,Lucas Sobrenome,2,Agencia 2,Chapeco,2022-02-25,True,27484.0,True,False,False,True,True,False,True,118695,82,7513,3,4.51,3 a 5 anos,Acima de R$ 15.000,53.3,1,2,2,5,Maduro,False,False
165,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2021-03-10,True,12786.0,True,False,False,True,False,True,True,155173,77,9663,3,5.47,Mais de 5 anos,R$ 8.001 a R$ 15.000,62.7,1,3,2,6,Maduro,False,False
166,Bruno Sobrenome,5,Agencia 5,Pato Branco,2019-02-13,True,22686.0,True,False,True,False,True,False,False,46080,55,17841,2,7.54,Mais de 5 anos,Acima de R$ 15.000,46.2,1,3,1,5,Maduro,True,False
167,Lucas Sobrenome,4,Agencia 4,Pato Branco,2022-04-07,True,2741.0,True,False,True,False,False,True,False,174992,34,18446,2,4.4,3 a 5 anos,Ate R$ 3.000,66.8,1,2,3,6,Maduro,False,False
168,Amanda Sobrenome,4,Agencia 4,Cascavel,2018-08-09,True,17638.0,True,False,False,True,True,True,True,239326,71,3497,4,8.06,Mais de 5 anos,Acima de R$ 15.000,69.5,2,3,3,8,Engajado,False,False
169,Amanda Sobrenome,5,Agencia 5,Maringa,2019-12-07,True,22969.0,True,False,True,True,True,False,True,165758,3,1528,4,6.73,Mais de 5 anos,Acima de R$ 15.000,35.6,2,3,0,5,Maduro,False,True
170,Paula Sobrenome,2,Agencia 2,Chapeco,2021-11-24,True,24038.0,True,True,True,True,False,True,True,200597,71,8675,5,4.76,3 a 5 anos,Acima de R$ 15.000,69.3,2,2,3,7,Engajado,False,False
171,Mariana Sobrenome,1,Agencia 1,Maringa,2018-01-03,True,20296.0,True,False,True,False,True,False,True,178686,45,1573,3,8.65,Mais de 5 anos,Acima de R$ 15.000,49.5,1,3,1,5,Maduro,False,False
172,Mariana Sobrenome,4,Agencia 4,Pato Branco,2019-12-05,True,10424.0,True,True,True,False,True,False,True,199456,78,10750,4,6.74,Mais de 5 anos,R$ 8.001 a R$ 15.000,73.4,2,3,3,8,Engajado,False,False
173,Fernanda Sobrenome,1,Agencia 1,Cascavel,2021-07-15,True,3213.0,True,False,False,False,True,True,False,110861,81,16015,2,5.13,Mais de 5 anos,R$ 3.001 a R$ 8.000,62.0,1,3,2,6,Maduro,False,False
174,Fernanda Sobrenome,3,Agencia 3,Pato Branco,,False,11260.0,True,False,False,False,True,True,True,56589,0,3602,3,,Nao informado,R$ 8.001 a R$ 15.000,16.0,1,1,0,2,Inicial,False,True
175,Bruno Sobrenome,2,Agencia 2,Maringa,2024-05-19,True,2635.0,True,True,False,True,True,False,True,194314,32,16262,4,2.28,2 a 3 anos,Ate R$ 3.000,68.0,2,1,3,6,Maduro,False,False
176,Amanda Sobrenome,4,Agencia 4,Toledo,2020-06-27,True,6292.0,True,True,False,True,False,False,False,65681,45,7541,2,6.17,Mais de 5 anos,R$ 3.001 a R$ 8.000,34.3,1,3,0,4,Em Desenvolvimento,False,True
177,Mariana Sobrenome,2,Agencia 2,Toledo,2025-05-15,True,25042.0,True,False,True,True,False,False,True,243775,60,10175,3,1.29,Menos de 2 anos,Acima de R$ 15.000,76.6,1,0,3,4,Em Desenvolvimento,False,False
178,Juliana Sobrenome,5,Agencia 5,Maringa,2018-11-01,True,27981.0,True,False,True,False,False,False,True,801,57,4924,2,7.83,Mais de 5 anos,Acima de R$ 15.000,20.5,1,3,0,4,Em Desenvolvimento,True,True
179,Juliana Sobrenome,5,Agencia 5,Toledo,2025-12-28,True,26391.0,True,True,True,False,True,True,False,26050,7,12722,4,0.67,Menos de 2 anos,Acima de R$ 15.000,23.8,2,0,0,2,Inicial,False,True
180,Bruno Sobrenome,5,Agencia 5,Cascavel,2021-02-26,True,7272.0,True,False,False,False,True,False,True,105403,96,10689,2,5.51,Mais de 5 anos,R$ 3.001 a R$ 8.000,58.3,1,3,2,6,Maduro,False,False
181,Lucas Sobrenome,4,Agencia 4,Maringa,2023-12-21,True,12621.0,True,True,True,True,False,False,False,223320,74,12007,3,2.69,2 a 3 anos,R$ 8.001 a R$ 15.000,78.0,1,1,3,5,Maduro,False,False
182,Joao Sobrenome,4,Agencia 4,Maringa,2022-01-04,True,15880.0,True,True,True,False,True,True,True,133430,58,5160,5,4.65,3 a 5 anos,Acima de R$ 15.000,48.0,2,2,1,5,Maduro,False,False
183,Paula Sobrenome,5,Agencia 5,Pato Branco,2022-02-13,True,16869.0,True,False,True,True,True,True,False,224710,16,382,4,4.54,3 a 5 anos,Acima de R$ 15.000,49.2,2,2,1,5,Maduro,False,False
184,Juliana Sobrenome,5,Agencia 5,Maringa,2023-02-23,True,9805.0,True,True,True,False,False,True,True,126129,12,12193,4,3.52,3 a 5 anos,R$ 8.001 a R$ 15.000,43.6,2,2,1,5,Maduro,False,False
185,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2018-02-05,True,25765.0,True,False,True,False,False,False,False,233324,48,10157,1,8.56,Mais de 5 anos,Acima de R$ 15.000,71.8,0,3,3,6,Maduro,True,False
186,Lucas Sobrenome,2,Agencia 2,Cascavel,2024-09-24,True,11449.0,True,True,True,True,True,True,False,55556,85,6684,5,1.93,Menos de 2 anos,R$ 8.001 a R$ 15.000,40.4,2,0,1,3,Em Desenvolvimento,False,False
187,Lucas Sobrenome,2,Agencia 2,Cascavel,2020-01-04,True,14201.0,True,True,True,True,False,False,False,7901,62,16207,3,6.65,Mais de 5 anos,R$ 8.001 a R$ 15.000,37.5,1,3,1,5,Maduro,False,False
188,Ricardo Sobrenome,2,Agencia 2,Pato Branco,2018-06-01,True,8179.0,True,True,False,False,False,False,True,69550,24,3078,2,8.25,Mais de 5 anos,R$ 8.001 a R$ 15.000,23.9,1,3,0,4,Em Desenvolvimento,False,True
189,Carlos Sobrenome,3,Agencia 3,Pato Branco,2024-06-22,True,24057.0,True,False,False,True,True,True,True,243274,57,4584,4,2.19,2 a 3 anos,Acima de R$ 15.000,68.4,2,1,3,6,Maduro,False,False
190,Paula Sobrenome,1,Agencia 1,Pato Branco,2023-06-22,True,3055.0,True,False,True,False,False,False,False,150627,64,2979,1,3.19,3 a 5 anos,R$ 3.001 a R$ 8.000,50.0,0,2,1,3,Em Desenvolvimento,False,False
191,Juliana Sobrenome,4,Agencia 4,Toledo,2022-11-07,True,4091.0,True,False,True,True,False,True,True,224550,66,19215,4,3.81,3 a 5 anos,R$ 3.001 a R$ 8.000,85.5,2,2,3,7,Engajado,False,False
192,Bruno Sobrenome,1,Agencia 1,Toledo,2018-08-04,True,14375.0,True,False,True,True,False,True,True,149853,0,6264,4,8.07,Mais de 5 anos,R$ 8.001 a R$ 15.000,38.0,2,3,1,6,Maduro,False,False
193,Lucas Sobrenome,3,Agencia 3,Pato Branco,2022-02-26,True,6200.0,True,True,True,True,True,False,False,180958,14,16515,4,4.51,3 a 5 anos,R$ 3.001 a R$ 8.000,60.9,2,2,2,6,Maduro,False,False
194,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2026-03-08,True,23775.0,True,True,True,True,False,False,True,199824,64,16774,4,0.48,Menos de 2 anos,Acima de R$ 15.000,77.8,2,0,3,5,Maduro,False,False
195,Bruno Sobrenome,4,Agencia 4,Cascavel,2022-09-15,True,19418.0,True,False,True,False,True,False,False,120971,46,16480,2,3.96,3 a 5 anos,Acima de R$ 15.000,57.1,1,2,2,5,Maduro,True,False
196,Fernanda Sobrenome,3,Agencia 3,Maringa,2019-08-10,True,10455.0,True,False,True,True,True,True,False,93565,83,16215,4,7.06,Mais de 5 anos,R$ 8.001 a R$ 15.000,59.4,2,3,2,7,Engajado,False,False
197,Lucas Sobrenome,1,Agencia 1,Pato Branco,2018-03-06,True,10952.0,True,False,True,False,False,False,True,222861,66,19695,2,8.48,Mais de 5 anos,R$ 8.001 a R$ 15.000,86.0,1,3,3,7,Engajado,False,False
198,Carlos Sobrenome,2,Agencia 2,Cascavel,2020-08-07,True,26980.0,True,False,False,True,True,False,False,221356,28,51,2,6.06,Mais de 5 anos,Acima de R$ 15.000,51.4,1,3,2,6,Maduro,True,False
199,Amanda Sobrenome,2,Agencia 2,Cascavel,2023-09-16,True,13060.0,True,False,True,True,True,True,False,203455,39,5335,4,2.95,2 a 3 anos,R$ 8.001 a R$ 15.000,58.0,2,1,2,5,Maduro,False,False
200,Fernanda Sobrenome,1,Agencia 1,Chapeco,2024-08-05,True,9053.0,True,False,True,False,True,False,True,35982,51,12247,3,2.07,2 a 3 anos,R$ 8.001 a R$ 15.000,36.5,1,1,0,2,Inicial,False,True
201,Joao Sobrenome,3,Agencia 3,Pato Branco,2019-06-28,True,22961.0,True,True,True,False,True,False,False,21215,32,3791,3,7.17,Mais de 5 anos,Acima de R$ 15.000,18.0,1,3,0,4,Em Desenvolvimento,False,True
202,Amanda Sobrenome,4,Agencia 4,Pato Branco,2025-10-09,True,26387.0,True,True,True,True,False,False,False,115129,38,5267,3,0.89,Menos de 2 anos,Acima de R$ 15.000,39.4,1,0,1,2,Inicial,False,False
203,Joao Sobrenome,2,Agencia 2,Cascavel,2026-01-04,True,11233.0,True,False,True,True,False,True,False,224847,23,4791,3,0.65,Menos de 2 anos,R$ 8.001 a R$ 15.000,56.4,1,0,2,3,Em Desenvolvimento,False,False
204,Lucas Sobrenome,4,Agencia 4,Toledo,2023-10-06,True,10337.0,True,False,False,False,True,False,False,41437,15,6040,1,2.9,2 a 3 anos,R$ 8.001 a R$ 15.000,20.0,0,1,0,1,Inicial,False,True
205,Joao Sobrenome,1,Agencia 1,Pato Branco,2026-03-23,True,29339.0,True,False,False,False,True,True,True,148699,25,9980,3,0.44,Menos de 2 anos,Acima de R$ 15.000,49.0,1,0,1,2,Inicial,False,False
206,Juliana Sobrenome,3,Agencia 3,Pato Branco,2024-06-10,True,27975.0,True,False,True,False,True,False,True,155709,6,4182,3,2.22,2 a 3 anos,Acima de R$ 15.000,38.2,1,1,1,3,Em Desenvolvimento,False,False
207,Mariana Sobrenome,5,Agencia 5,Toledo,2026-02-07,True,13829.0,True,True,False,True,True,True,True,165981,61,1128,5,0.56,Menos de 2 anos,R$ 8.001 a R$ 15.000,49.6,2,0,1,3,Em Desenvolvimento,False,False
208,Paula Sobrenome,5,Agencia 5,Pato Branco,2021-03-28,True,9749.0,True,True,True,False,True,False,False,59215,63,17772,3,5.42,Mais de 5 anos,R$ 8.001 a R$ 15.000,49.9,1,3,1,5,Maduro,False,False
209,Lucas Sobrenome,1,Agencia 1,Cascavel,2021-05-02,True,11643.0,True,False,False,False,False,True,False,142140,9,19440,1,5.33,Mais de 5 anos,R$ 8.001 a R$ 15.000,55.0,0,3,2,5,Maduro,False,False
210,Amanda Sobrenome,1,Agencia 1,Pato Branco,2026-03-20,True,23173.0,True,True,True,False,False,True,False,1914,91,3140,3,0.45,Menos de 2 anos,Acima de R$ 15.000,26.5,1,0,0,1,Inicial,False,True
211,Amanda Sobrenome,4,Agencia 4,Toledo,2020-07-10,True,5642.0,True,False,True,True,True,True,True,40589,94,17933,5,6.14,Mais de 5 anos,R$ 3.001 a R$ 8.000,54.3,2,3,2,7,Engajado,False,False
212,Joao Sobrenome,3,Agencia 3,Pato Branco,2019-03-07,True,8396.0,True,True,True,True,True,False,True,58486,43,3805,5,7.48,Mais de 5 anos,R$ 8.001 a R$ 15.000,27.5,2,3,0,5,Maduro,False,True
213,Joao Sobrenome,1,Agencia 1,Cascavel,2023-02-07,True,3582.0,True,True,True,True,True,True,True,235914,86,4746,6,3.56,3 a 5 anos,R$ 3.001 a R$ 8.000,74.0,3,2,3,8,Engajado,False,False
214,Ricardo Sobrenome,2,Agencia 2,Pato Branco,2022-03-21,True,27663.0,True,True,True,False,False,False,False,186818,61,2642,2,4.44,3 a 5 anos,Acima de R$ 15.000,56.6,1,2,2,5,Maduro,True,False
215,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2026-06-24,True,11936.0,True,True,False,True,True,True,True,178540,30,8987,5,0.18,Menos de 2 anos,R$ 8.001 a R$ 15.000,55.0,2,0,2,4,Em Desenvolvimento,False,False
216,Joao Sobrenome,1,Agencia 1,Chapeco,2026-08-05,True,15343.0,True,True,False,False,False,True,False,176271,16,14750,2,0.07,Menos de 2 anos,Acima de R$ 15.000,57.8,1,0,2,3,Em Desenvolvimento,True,False
217,Fernanda Sobrenome,2,Agencia 2,Chapeco,2020-05-13,True,26565.0,True,False,False,True,True,False,False,178180,89,5658,2,6.3,Mais de 5 anos,Acima de R$ 15.000,64.8,1,3,3,7,Engajado,True,False
218,Juliana Sobrenome,1,Agencia 1,Toledo,2020-04-20,True,20379.0,True,False,True,True,False,True,True,91758,8,4324,4,6.36,Mais de 5 anos,Acima de R$ 15.000,26.2,2,3,0,5,Maduro,False,True
219,Mariana Sobrenome,4,Agencia 4,Toledo,2022-10-24,True,25669.0,True,False,False,False,True,True,True,197749,99,19605,3,3.85,3 a 5 anos,Acima de R$ 15.000,89.5,1,2,3,6,Maduro,False,False
220,Mariana Sobrenome,3,Agencia 3,Toledo,2021-10-15,True,21417.0,True,True,False,True,True,True,True,7558,35,19530,5,4.87,3 a 5 anos,Acima de R$ 15.000,35.1,2,2,0,4,Em Desenvolvimento,False,True
221,Carlos Sobrenome,2,Agencia 2,Chapeco,2025-08-15,True,8834.0,True,False,False,False,False,True,True,225702,100,4991,2,1.04,Menos de 2 anos,R$ 8.001 a R$ 15.000,76.3,1,0,3,4,Em Desenvolvimento,False,False
222,Joao Sobrenome,1,Agencia 1,Maringa,2024-01-23,True,20924.0,True,True,True,False,True,True,True,51108,96,12939,5,2.6,2 a 3 anos,Acima de R$ 15.000,50.8,2,1,2,5,Maduro,False,False
223,Ricardo Sobrenome,2,Agencia 2,Pato Branco,2021-01-08,True,27170.0,True,False,False,False,True,False,True,9384,37,3894,2,5.64,Mais de 5 anos,Acima de R$ 15.000,16.2,1,3,0,4,Em Desenvolvimento,True,True
224,Joao Sobrenome,3,Agencia 3,Pato Branco,2020-04-26,True,24776.0,True,False,True,True,False,True,False,169297,77,4744,3,6.34,Mais de 5 anos,Acima de R$ 15.000,58.8,1,3,2,6,Maduro,False,False
225,Lucas Sobrenome,2,Agencia 2,Chapeco,2023-10-17,True,22651.0,True,True,False,True,True,True,False,60569,4,19981,4,2.87,2 a 3 anos,Acima de R$ 15.000,38.1,2,1,1,4,Em Desenvolvimento,False,False
226,Mariana Sobrenome,3,Agencia 3,Pato Branco,2024-01-09,True,7679.0,True,False,False,True,True,True,True,146188,16,16355,4,2.64,2 a 3 anos,R$ 3.001 a R$ 8.000,53.9,2,1,2,5,Maduro,False,False
227,Joao Sobrenome,1,Agencia 1,Maringa,2024-01-15,True,28131.0,True,True,True,True,False,True,True,12436,14,18863,5,2.62,2 a 3 anos,Acima de R$ 15.000,29.8,2,1,0,3,Em Desenvolvimento,False,True
228,Joao Sobrenome,1,Agencia 1,Maringa,,False,7248.0,True,True,True,False,True,False,False,106018,41,3885,3,,Nao informado,R$ 3.001 a R$ 8.000,36.3,1,1,0,2,Inicial,False,True
229,Lucas Sobrenome,3,Agencia 3,Pato Branco,2022-03-09,True,9752.0,True,True,True,False,True,False,True,37730,49,1182,4,4.48,3 a 5 anos,R$ 8.001 a R$ 15.000,22.3,2,2,0,4,Em Desenvolvimento,False,True
